Familia,Especie,Nombre comun,Origen,Numero de individuos,Sector
Sphaeroceridae,Leptocera erythrocera (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,4,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,3,Camote
Chironomidae,Goeldichironomus holoprasinus (Mosquito no mordedor),Mosquito no mordedor,Introducido,1,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Camote
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,2,Camote
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,Camote
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,2,Camote
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,3,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba ),Mosca de la hierba ,Desconocido,10,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba ),Mosca de la hierba ,Desconocido,1,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,3,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,11,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,6,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,2,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,11,Camote
Drosophilidae,Drosophila nebulosa (Mosca del vinagre),Mosca del vinagre,Introducido,1,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Camote
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Camote
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Camote
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Camote
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Camote
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,2,Camote
Dolichopodidae,Condylostylus longicornis (Mosca de patas largas),Mosca de patas largas,Nativo,1,Camote
Dolichopodidae,Chrysotus longipalpus (Mosca de patas largas),Mosca de patas largas,Introducido,1,Camote
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,2,Camote
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,6,Camote
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,1,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,3,Camote
Chrysopidae,Chrysoperla externa (León de los áfidos),León de los áfidos,Desconocido,2,Camote
Chrysopidae,Chrysoperla externa (León de los áfidos),León de los áfidos,Desconocido,1,Camote
Chrysopidae,Chrysoperla externa (León de los áfidos),León de los áfidos,Desconocido,1,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,5,Camote
Formicidae,Pheidole flavens (Hormiga),Hormiga,Introducido,1,Camote
Formicidae,Cyphomyrmex rimosus (Hormiga),Hormiga,Introducido,1,Camote
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,3,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,17,Camote
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Camote
Formicidae,Cardiocondyla emeryi (Hormiga),Hormiga,Introducido,1,Camote
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,6,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,11,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,2,Camote
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,1,Camote
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,2,Camote
Anthocoridae,Orius tristicolor  (Chinche pirata),Chinche pirata,Desconocido,1,Camote
Berytidae,Metacanthus tenellus (Chinche de zancos),Chinche de zancos,Nativo,1,Camote
Lygaeidae,Pseudopachybrachius nesovinctus (Chinche de semillas),Chinche de semillas,Endémico,1,Camote
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Camote
Miridae,Microtechnites bractatus (Chinche de hoja),Chinche de hoja,Introducido,1,Camote
Braconidae,Subfamila Aphidiinae (Microavispa),Microavispa,Desconocido,1,Camote
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,2,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,5,Media Luna
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Media Luna
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Media Luna
Limoniidae,Geranomyia tibialis (Mosca grúa),Mosca grúa,Nativo,1,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Media Luna
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Media Luna
Dolichopodidae,Chrysotus longipalpus (Mosca de patas largas),Mosca de patas largas,Introducido,1,Media Luna
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,2,Media Luna
Formicidae,Wasmannia auropunctata (Hormiga),Hormiga,Introducido,2,Media Luna
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,5,Media Luna
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Media Luna
Carabidae,Pentagonica flavipes flavipes (Escarabajo),Escarabajo,Introducido,1,Media Luna
Vespidae,Brachygastra lecheguana (Avispa negra de papel),Avispa negra de papel,Introducido,1,Media Luna
Lygaeidae,Pseudopachybrachius nesovinctus (Chinche de semillas),Chinche de semillas,Endémico,2,Media Luna
Miridae,Rhinacloa rubsecens (Chinche de hoja),Chinche de hoja,Endémico,17,Media Luna
Miridae,Microtechnites bractatus (Chinche de hoja),Chinche de hoja,Introducido,28,Media Luna
Miridae,Microtechnites bractatus (Chinche de hoja),Chinche de hoja,Introducido,8,Media Luna
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,Guayabillos
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Guayabillos
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Guayabillos
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,4,Guayabillos
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,8,Guayabillos
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,1,Guayabillos
Dolichopodidae,Chrysotus longipalpus (Mosca de patas largas),Mosca de patas largas,Introducido,1,Guayabillos
Formicidae,Wasmannia auropunctata (Hormiga),Hormiga,Introducido,4,Guayabillos
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,14,Guayabillos
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,57,Guayabillos
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,3,Guayabillos
Formicidae,Cyphomyrmex rimosus (Hormiga),Hormiga,Introducido,1,Guayabillos
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,10,Guayabillos
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,2,Guayabillos
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Guayabillos
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Guayabillos
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,5,Guayabillos
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Guayabillos
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Guayabillos
Pentatomidae,Podisus sordidus (Chinche hedionda),Chinche hedionda,Desconocido,1,Guayabillos
Lygaeidae,Pseudopachybrachius nesovinctus (Chinche de semillas),Chinche de semillas,Endémico,1,Guayabillos
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,1,Guayabillos
Pentatomidae,Podisus sordidus (Chinche hedionda),Chinche hedionda,Desconocido,1,Guayabillos
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,1,Guayabillos
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,3,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,4,Cascajo
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,5,Cascajo
Chrysopidae,Chrysoperla externa (León de los áfidos),León de los áfidos,Desconocido,4,Cascajo
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,2,Cascajo
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,2,Cascajo
Coccinellidae,Cheilomenes sexmaculata (Catarina),Catarina,Desconocido,1,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Cascajo
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Cascajo
Vespidae,Brachygastra lecheguana (Avispa negra de papel),Avispa negra de papel,Introducido,1,Cascajo
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,1,Cascajo
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,2,Cascajo
Vespidae,Brachygastra lecheguana (Avispa negra de papel),Avispa negra de papel,Introducido,1,Cascajo
Miridae,Dolichomiris linearis (Chinche de hoja),Chinche de hoja,Desconocido,1,Cascajo
Pentatomidae,Podisus sordidus (Chinche hedionda),Chinche hedionda,Desconocido,1,Cascajo
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,6,Cascajo
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,5,Cascajo
Anthocoridae,Orius tristicolor  (Chinche pirata),Chinche pirata,Desconocido,1,Cascajo
Lygaeidae,Cymoninus notabilis (Chinche de semillas),Chinche de semillas,Desconocido,1,Cascajo
Lygaeidae,Pseudopachybrachius nesovinctus (Chinche de semillas),Chinche de semillas,Endémico,1,Cascajo
Miridae,Dolichomiris linearis (Chinche de hoja),Chinche de hoja,Desconocido,9,Cascajo
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,2,Cascajo
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,1,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,5,Cascajo
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,1,Cascajo
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,1,Cascajo
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,1,Cascajo
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,25,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,50,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,57,Cascajo
Phoridae,"Megaselia seticauda (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,2,Cascajo
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,Cascajo
Chironomidae,Goeldichironomus holoprasinus (Mosquito no mordedor),Mosquito no mordedor,Introducido,1,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,5,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,27,Cascajo
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,2,Cascajo
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,Cascajo
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,2,Cascajo
Ulidiidae,Euxesta callona (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Endémico,1,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,23,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,14,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,9,Cascajo
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,22,Cascajo
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,2,Cascajo
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,1,Cascajo
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,1,Cascajo
Dolichopodidae,Chrysotus longipalpus (Mosca de patas largas),Mosca de patas largas,Introducido,1,Cascajo
Dolichopodidae,Chrysotus baerti (Mosca de patas largas),Mosca de patas largas,Endémico,1,Cascajo
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,7,Cascajo
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,1,Cascajo
Muscidae,"Brontaea debilis (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Cascajo
Ulidiidae,Acrosticta apicalis (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,Cascajo
Chrysopidae,Ceraeochrysa cincta (León de los áfidos),León de los áfidos,Desconocido,1,Cascajo
Formicidae,Cardiocondyla minutior (Hormiga),Hormiga,Introducido,3,Cascajo
Formicidae,Cardiocondyla emeryi (Hormiga),Hormiga,Introducido,4,Cascajo
Formicidae,Cardiocondyla minutior (Hormiga),Hormiga,Introducido,5,Cascajo
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,5,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,35,Cascajo
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,2,Cascajo
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,17,Cascajo
Formicidae,Cardiocondyla emeryi (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Rogeria curvipubens (Hormiga),Hormiga,Introducido,3,Cascajo
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,7,Cascajo
Formicidae,Cardiocondyla minutior (Hormiga),Hormiga,Introducido,2,Cascajo
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,9,Cascajo
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,2,Cascajo
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,12,Cascajo
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,2,Cascajo
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,1,Cascajo
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,6,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Cascajo
Miridae,Dolichomiris linearis (Chinche de hoja),Chinche de hoja,Desconocido,2,Cascajo
Miridae,Microtechnites bractatus (Chinche de hoja),Chinche de hoja,Introducido,1,Cascajo
Tingidae,Corythaica cytharina  (Chinche de encaje),Chinche de encaje,Endémico,1,Cascajo
Lygaeidae,Pseudopachybrachius nesovinctus (Chinche de semillas),Chinche de semillas,Endémico,3,Cascajo
Tingidae,Corythaica cytharina  (Chinche de encaje),Chinche de encaje,Endémico,1,Cascajo
Anthocoridae,Amphiareus constrictus (Chinche pirata),Chinche pirata,Introducido,1,Cascajo
Nabidae,Nabis consimilis (Damiselas),Damiselas,Nativo,1,Cascajo
Reduviidae,Empicoris rubromaculatus (Chinche asesina),Chinche asesina,Desconocido,1,Cascajo
Pentatomidae,Acrosternum ubicum (Chinche asesina),Chinche asesina,Desconocido,1,Cascajo
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Cascajo
Vespidae,Brachygastra lecheguana (Avispa negra de papel),Avispa negra de papel,Introducido,1,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,1,Media Luna
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Media Luna
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Media Luna
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,3,Media Luna
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,Media Luna
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,7,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,12,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,13,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,28,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,4,Media Luna
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,2,Media Luna
Phoridae,"Megaselia edenensis (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Endémico,1,Media Luna
Sphaeroceridae,Leptocera erythrocera (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,4,Media Luna
Phoridae,"Puliciphora borinquenensis (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,2,Media Luna
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,3,Media Luna
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,3,Media Luna
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,12,Media Luna
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,13,Media Luna
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Media Luna
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,2,Media Luna
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,3,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,4,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,12,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,61,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,5,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,2,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,2,Media Luna
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,6,Media Luna
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Media Luna
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Media Luna
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,1,Media Luna
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,18,Media Luna
Sciaridae,Cosmosciara hartii (Mosquito de los hongos),Mosquito de los hongos,Introducido,1,Media Luna
Chrysopidae,Chrysoperla externa (León de los áfidos),León de los áfidos,Desconocido,1,Media Luna
Chrysopidae,Ceraeochrysa everes (León de los áfidos),León de los áfidos,Desconocido,1,Media Luna
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,13,Media Luna
Formicidae,Strumigenys louisianae (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Wasmannia auropunctata (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,8,Media Luna
Formicidae,Wasmannia auropunctata (Hormiga),Hormiga,Introducido,36,Media Luna
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,10,Media Luna
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,11,Media Luna
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,2,Media Luna
Formicidae,Strumigenys louisianae (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Pheidole flavens (Hormiga),Hormiga,Introducido,37,Media Luna
Mordellidae,Mordellistena galapagoensis (Escarabajo),Escarabajo,Endémico,1,Media Luna
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,2,Media Luna
Brentidae,Brentus volvulus (Escarabajo),Escarabajo,Introducido,1,Media Luna
Carabidae,Calleida migratoria (Escarabajo),Escarabajo,Introducido,1,Media Luna
Staphylinidae,Coproporus galapagosus (Escarabajo),Escarabajo,Endémico,1,Media Luna
Miridae,Rhinacloa rubsecens (Chinche de hoja),Chinche de hoja,Endémico,1,Media Luna
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,1,Media Luna
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,1,Media Luna
Pentatomidae,Podisus sordidus (Chinche hedionda),Chinche hedionda,Desconocido,1,Media Luna
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,1,Media Luna
Tingidae,Corythaica cytharina  (Chinche de encaje),Chinche de encaje,Endémico,1,Media Luna
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Media Luna
Phlaeothripidae,Nesothrips lativentris (Trips),Trips,Nativo,1,Media Luna
Mantidae,Galapagia solitaria (Mantis),Mantis,Endémico,1,Media Luna
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Bellavista
Sarcophagidae,Oxysarcodexia aurata (Mosca de la carne),Mosca de la carne,Introducido,1,Bellavista
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Bellavista
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,Bellavista
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,9,Bellavista
Limoniidae,Geranomyia tibialis (Mosca grúa),Mosca grúa,Nativo,1,Bellavista
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Bellavista
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Bellavista
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,6,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Bellavista
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,8,Bellavista
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,Bellavista
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Bellavista
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,Bellavista
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,2,Bellavista
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,4,Bellavista
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,5,Bellavista
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,Bellavista
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,4,Bellavista
Anthocoridae,Lasiochilus pallidulus (Chinche pirata),Chinche pirata,Desconocido,1,Bellavista
Syrphidae,Toxomerus politus (Mosca del maíz),Mosca del maíz,Nativo,2,Media Luna
